cited_by_fbwalls_count,cited_by_feeds_count,cited_by_gplus_count,cited_by_msm_count,cited_by_posts_count,cited_by_rdts_count,cited_by_tweeters_count,cited_by_videos_count,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,altmetric_id
0,0,0,1,18,0,1,2,"['1', '3', '1', '6']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",2467751
8,2,7,12,99,0,49,3,"['5000', '3562', '1847', '642459']","['189', '236', '65', '8217']","['3', '1', '0', '787']","['0', '0', '0', '0']","['21', '68', '8', '381']",2468035
0,0,1,1,23,0,13,2,"['878', '2757', '687', '6141']","['37', '82', '6', '11']","['2', '5', '1', '2']","['0', '0', '0', '0']","['23', '42', '6', '37']",246956
0,0,0,0,16,0,8,4,"[0, '637', '96321', '1622']","[0, '10', '10748', '25']","[0, '0', '517', '0']","[0, '0', '0', '0']","[0, '0', '808', '4']",2473974
33,9,10,33,271,3,148,3,"['3086', '145863', 0, 0]","['78', '3487', 0, 0]","['3', '100', 0, 0]","['0', '0', 0, 0]","['20', '576', 0, 0]",248070
31,28,7,61,305,2,140,4,"['3702', '1924', '4537', '529153']","['323', '200', '68', '14178']","['3', '1', '15', '299']","['0', '0', '0', '0']","['61', '17', '45', '1119']",2480754
1,0,1,0,15,0,5,2,"['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",248102
1,3,0,3,15,0,2,4,"['591', '3587', '227445', '327']","['28', '204', '7936', '5']","['0', '8', '484', '1']","['0', '0', '0', '0']","['2', '26', '741', '4']",248122
21,19,7,244,622,4,207,4,"['48', '24205', '835', '299051']","['0', '4928', '21', '12323']","['0', '9', '0', '108']","['0', '0', '0', '0']","['0', '202', '4', '766']",24824750
0,1,0,1,18,0,7,4,"[0, '459', '9221', '795']","[0, '41', '461', '36']","[0, '3', '24', '13']","[0, '0', '0', '0']","[0, '9', '172', '10']",2484492
0,4,0,10,20,0,2,1,"['90', '25', '68', '110']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",2485220
1,0,0,0,7,0,1,2,"['29', '33', '49', '47']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",2485560
1,0,0,0,9,0,2,2,"['108', '84554', '32595', '25748']","['18', '3562', '1324', '837']","['0', '81', '30', '10']","['0', '0', '0', '0']","['2', '265', '140', '142']",2487666
1,0,0,5,16,0,1,3,[],[],[],[],[],2489713
1,16,4,5,134,2,86,2,"['263', '525', '630', '2477']","['1', '1', '4', '1']","['0', '0', '0', '0']","['0', '0', '0', '0']","[0, 0, 0, 0]",248977
12,4,3,6,132,3,61,4,"['69', '2930', '31242', '8766']","['4', '224', '1407', '299']","['0', '1', '83', '14']","['0', '0', '0', '0']","['0', '45', '520', '130']",2490691
14,2,1,5,98,0,65,4,"['84', '583', '1849', '375477']","['3', '44', '121', '4619']","['0', '0', '2', '857']","['0', '0', '0', '0']","['0', '2', '11', '1010']",2498761
5,0,0,19,66,0,27,4,"['72', '1005', '10116', '13724']","['5', '50', '699', '392']","['0', '0', '13', '15']","['0', '0', '0', '0']","['0', '15', '53', '25']",25013587
3,0,0,0,22,0,0,1,"['269', '320', '453', '653']","['9', '3', '6', '11']","['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '0', '0', '1']",2501729
2,2,11,0,65,1,30,2,"['189', '344', '756', '5024']","['3', '4', 0, '26']","['0', '0', 0, '1']","['0', '0', '0', '0']","['0', '0', '0', '6']",2502797
0,0,0,0,5,0,0,2,"['780', '487', '129', '252']","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",2510299
0,1,0,0,9,0,4,4,"['238', '2180', '285395', '25010']","['43', '81', '2129', 0]","['0', '3', '596', 0]","['0', '0', '0', '0']","['5', '2', '457', '17']",251438
0,0,0,2,12,0,6,2,"['37255', '87124', '21995', '23149']","['309', '285', '148', '167']","['25', '28', '2', '7']","['0', '0', '0', '0']","['10', '26', '5', '3']",2515029
15,9,1,34,3265,5,2910,4,"['1285', '148', '152', '38058']","['96', '16', '8', '1483']","['6', '0', '2', '4341']","['0', '0', '0', '0']","['98', '6', '2', '589']",25165400
177,3,9,13,521,1,194,4,"['2363', '218', '1833', 0]","['235', '3', '52', 0]","['9', '0', '2', 0]","['0', '0', '0', 0]","['133', '4', '23', 0]",2520847
0,0,0,1,5,0,0,2,"['893', '94', '19', '12']","['2', '1', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",2522683
1,1,0,0,9,0,3,4,"['5818', 0, '2687', '434719']","['147', 0, '138', '6519']","['6', 0, '10', '1206']","['0', 0, '0', '0']","['38', 0, '17', '907']",2523098
54,2,4,1,1662,12,1443,5,"['7', '54', '12676', '18983']","['5', '12', '675', '988']","['0', '0', '4', '8']","['0', '0', '0', '0']","['0', '2', '88', '158']",25270500
7,0,0,0,28,0,9,2,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",253132
0,0,0,1,5,0,0,2,"['74', '95', '1906', '1596']","['0', '0', '7', '6']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '1']",2535453
47,42,203,111,1055,2,553,4,"['169', '95634', '3297494', '429498']","['3', '1810', '45949', '9526']","['1', '58', '1775', '144']","['0', '0', '0', '0']","['0', '136', '4665', '1101']",2536443
39,2,7,12,174,0,76,4,"['103', '1363', '90', '201']","['6', '92', '8', '8']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '2', '9', '4']",253665
20,17,5,23,306,5,197,3,"['472', '512', '203173', '26388']","['48', '30', '7227', '675']","['7', '4', '94', '29']","['0', '0', '0', '0']","['256', '62', '714', '91']",2536698
16,6,0,6,64,1,23,4,"['140101', '26', '3402', '21016']","['6492', '0', '144', '0']","['202', '0', '4', '1']","['0', '0', '0', '0']","['555', '0', '11', '0']",253902
2,3,1,5,57,0,33,4,"[0, '70034', '17151', '5001']","[0, '1808', '496', '189']","[0, '182', '17', '3']","[0, '0', '0', '0']","[0, '240', '124', '21']",254070
71,14,9,152,995,2,561,4,"['124', '63', '87', '304526']","['11', '0', '0', '5538']","['0', '1', '1', '102']","['0', '0', '0', '0']","['1', '4', '0', '793']",2546069
3,1,0,2,16,0,4,4,[],[],[],[],[],2549497
4,32,2,68,300,2,120,3,"['741', '11088', '15079', '7126']","['39', '706', '105', '94']","['2', '11', '10', '3']","['0', '0', '0', '0']","['8', '157', 0, 0]",255528
20,2,1,46,159,0,71,4,"['190', '361', '13170', 0]","['9', '2', '109', 0]","['1', '0', '12', 0]","['0', '0', '0', 0]","['3', '0', '16', 0]",256099
1,2,0,0,11,0,2,2,"['7', '10', 0, 0]","['2', '1', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",2562043
2,2,0,0,14,0,0,3,"['1088', '223357', '242', '270113']","['58', '6680', '36', '7588']","['4', '1255', '1', '3426']","['0', '0', '0', '0']","['16', '1560', '10', '3115']",2574398
3,1,0,0,24,0,6,3,"['415', '314', '410', '824']","['59', '22', '20', '41']","['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '0', '0', '0']",257650
193,11,24,69,848,3,451,4,"['194', '105', 0, '2841']","['6', '2', 0, '22']","['0', '0', 0, '1']","['0', '0', 0, '0']","['3', '0', 0, '3']",2577032
1,2,0,2,39,0,10,4,"['244', '81', '280', '3459']","['16', '4', '3', '22']","['10', '0', '1', '8']","['0', '0', '0', '0']","['11', '1', '47', '18']",258048
1,2,1,0,32,0,9,4,"['702148', '81', '280', '3459']","['23073', '4', '3', '22']","['739', '0', '1', '8']","['0', '0', '0', '0']","['4609', '1', '47', '18']",258049
279,14,25,13,2733,5,1010,2,"['69190', '108', 0, '141']","['1973', '0', 0, '4']","['262', '0', 0, '1']","['0', '0', 0, '0']","[0, '2', 0, '1']",2584783
0,0,0,0,6,0,2,3,"[0, 0, '1417', 0]","[0, 0, '28', 0]","[0, 0, '1', 0]","[0, 0, '0', 0]","[0, 0, '3', 0]",2589609
0,1,1,1,12,0,2,4,"['29', '8169', '1281', '27']","['2', '238', '45', '2']","['0', '11', '1', '0']","['0', '0', '0', '0']","['0', '21', '13', '0']",2589830
82,8,12,8,403,2,216,4,"['0', '98801', '326580', '4761']","['0', '4088', '8714', '77']","['0', '61', '3064', '4']","['0', '0', '0', '0']","['0', '494', '5009', '26']",2591411
71,0,5,6,251,1,123,4,"['4467', '17', 0, '1137']","['245', '0', 0, '38']","['6', '0', 0, '0']","['0', '0', 0, '0']","['58', '0', 0, '1']",2595718
12,4,2,21,129,0,54,3,"['21', '1317', '738', 0]","['0', '40', '11', 0]","['0', '1', '0', 0]","['0', '0', '0', 0]","[0, '9', '4', 0]",260062
24,11,6,27,244,0,137,4,"['741', '135232', '688932', '28034']","['30', '13713', '19521', '2776']","['3', '63', '345', '38']","['0', '0', '0', '0']","['21', '1090', '7550', '409']",260924
1,0,0,0,55,0,49,4,"['140130', '1498', '3918', '11651']","['5768', '145', '176', '648']","['62', '0', '1', '13']","['0', '0', '0', '0']","['530', '35', '35', '65']",26101586
70,9,10,27,1088,4,868,4,"[0, '21257', '50', '21157']","[0, '2712', '2', '204']","[0, '5', '0', '7']","[0, '0', '0', '0']","[0, '62', '1', '17']",2612524
25,6,3,37,274,0,161,4,"['10', '82744', '858', '1250']","['0', '1153', '69', '63']","['0', '108', '1', '54']","['0', '0', '0', '0']","['0', '499', 0, 0]",2615464
6,3,0,1,37,0,22,4,"['148', '3356', '1166', '849']","['13', '678', '91', '35']","['0', '2', '2', '3']","['0', '0', '0', '0']","['1', '82', '23', '92']",2622112
16,4,4,20,624,1,509,2,"['136', '76', '115', '297']","['16', '14', '16', '20']","['0', '0', '0', '0']","['0', '0', '0', '0']","['2', '3', '4', '0']",26363761
1,0,1,0,35,0,29,1,"['56', '99', 0, '45']","['0', '0', 0, '1']","['0', '0', 0, '0']","['0', '0', 0, '0']","['0', '0', 0, '0']",26422051
24,6,2,13,189,1,113,4,"['2447', 0, '6246', '17']","['287', 0, '239', '0']","['8', 0, '31', '0']","['0', 0, '0', '0']","['22', 0, '262', '1']",2647914
1,1,0,1,9,0,1,4,"['68184', '43472', '42837', 0]","['3418', '1159', '1653', 0]","['407', '36', '16', 0]","['0', '0', '0', 0]","['558', '97', '85', 0]",2649458
51,26,21,58,726,1,471,3,"['55', 0, 0, '2092049']","['0', 0, 0, '27727']","['0', 0, 0, '202']","['0', 0, 0, '0']","['0', 0, 0, '1092']",2649737
0,0,0,0,5,0,1,1,"['93', '125', '129', '90']","['0', '1', '0', '1']","['0', '1', '0', '0']","['0', '0', '0', '0']","['0', '2', '0', '0']",26505678
36,26,48,81,681,0,415,4,"['478170', '315', '4338', '1522']","['8198', '14', '182', '8']","['178', '2', '23', '1']","['0', '0', '0', '0']","['468', '2', '469', '1']",2650959
8,1,0,7,70,0,49,4,"['639', '4906', 0, '1812511']","['18', '86', 0, '29309']","['0', '1', 0, '639']","['0', '0', 0, '0']","['1', '12', 0, '2038']",2651954
0,0,0,1,6,0,0,4,"['1269', '453351', '1504294', '6920683']","['99', '22155', '18819', '82984']","['8', '526', '1581', '4048']","['0', '0', '0', '0']","['23', '3137', '1559', '17896']",2658724
0,0,0,1,14,0,0,4,"['1269', '453344', '1504294', '6920657']","['99', '22155', '18819', '82983']","['8', '526', '1581', '4048']","['0', '0', '0', '0']","['23', '3137', '1559', '17896']",2658725
0,3,0,1,19,0,6,2,"[0, 0, '8089', '6531']","[0, 0, '273', '279']","[0, 0, '6', '6']","[0, 0, '0', '0']","[0, 0, '70', '40']",2659487
3,0,0,0,15,0,6,4,"[0, '94700', '1264', '1396']","[0, '4336', '95', '39']","[0, '66', '3', '0']","[0, '0', '0', '0']","[0, '621', '10', '7']",2661283
1,2,0,6,86,0,66,2,"[0, 0, 0, '277149']","[0, 0, 0, '6983']","[0, 0, 0, '134']","[0, 0, 0, '0']","[0, 0, 0, '986']",2662809
0,3,1,21,58,0,23,1,"['387', '176', '321', '404']","['1', '0', '0', '2']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",2663687
11,17,3,15,191,1,117,4,"['35', '6097', '13659', '58356']","['3', '362', '522', '1728']","['1', '183', '43', '68']","['0', '0', '0', '0']","['2', '321', '217', '958']",2665778
6,0,0,1,87,0,60,3,"['106599', '8016', '17624', '1969']","['1859', 0, 0, '25']","['132', 0, 0, '0']","['0', '0', '0', '0']","['350', '31', '73', '4']",2673035
0,2,1,1,146,0,116,4,"['74', '3003', 0, 0]","['7', '373', 0, 0]","['1', '12', 0, 0]","['0', '0', 0, 0]","['2', '71', 0, 0]",267576
13,1,0,2,79,0,54,4,"['28', '2043', '34', '80761']","['1', '56', '4', '3533']","['0', '4', '0', '18']","['0', '0', '0', '0']","['0', '5', '1', '264']",2681201
0,0,0,0,15,0,5,1,"['138', '240', '92', '630']","['4', '4', '2', '4']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",26817352
2,0,0,0,123,0,108,3,"['79488', '46547', '23840', '3303']","['4282', '2417', '1128', '76']","['51', '32', '29', '4']","['0', '0', '0', '0']","['152', '198', '73', '14']",26844832
7,6,0,7,136,0,104,4,"['60', '3', 0, '3805691']","['0', '0', 0, '61454']","['0', '0', 0, '1323']","['0', '0', 0, '0']","['0', '0', 0, '3462']",2685429
0,1,0,1,7,0,0,4,"['85', 0, '1025894', '1773']","['18', 0, '14891', '78']","['0', 0, '949', '9']","['0', 0, '0', '0']","['4', 0, '452', '5']",2688013
3,0,0,0,28,0,19,5,"['19', '176', '3220', '152']","['5', '10', '100', '6']","['1', '0', '1', '0']","['0', '0', '0', '0']","['0', '5', '93', '0']",26918837
2,0,0,0,9,0,2,4,"['119', '495', '943', '60357']","['12', '47', '31', '1189']","['1', '1', '0', '12']","['0', '0', '0', '0']","['8', '3', '3', '72']",2691960
5,9,32,10,372,5,166,3,"['6078', '628', '441', '366555']","['141', '3', '3', '10953']","['9', '0', '2', '89']","['0', '0', '0', '0']","['18', '0', '0', '642']",2692729
3,0,0,0,35,0,16,2,"[0, 0, 0, '1181']","[0, 0, 0, '22']","[0, 0, 0, '5']","[0, 0, 0, '0']","[0, 0, 0, '11']",2693411
0,1,0,0,10,0,4,3,"['3714', '717', '20707', 0]","['99', 0, '1018', 0]","['1', 0, '21', 0]","['0', '0', '0', 0]","['9', '11', '158', 0]",2695513
13,2,1,0,44,0,14,2,"['515', '270', '30605', '5259']","[0, 0, 0, 0]","[0, 0, 0, 0]","['0', '0', '0', '0']","['11', '1', '874', '261']",269559
0,0,0,1,5,0,0,4,"['20', 0, '19496', '746']","['0', 0, '220', 0]","['0', 0, '25', 0]","['0', 0, '0', '0']","[0, 0, '42', '12']",2699677
11,0,2,7,68,0,33,3,"['10900', '4256', '9678', 0]","['341', '260', '419', 0]","['7', '2', '11', 0]","['0', '0', '0', 0]","['49', '45', '71', 0]",2701309
5,1,0,7,35,0,15,4,"['239211', '3503', '9865', 0]","['6926', '150', '268', 0]","['184', '4', '3', 0]","['0', '0', '0', 0]","['1027', '20', '20', 0]",2701741
45,39,4,35,602,0,390,4,"['3254', '11', '14', '4226']","['331', 0, '0', '141']","['7', 0, '0', '20']","['0', '0', '0', '0']","['267', 0, '0', '172']",2701827
36,3,6,1,181,0,68,4,"[0, 0, 0, '1016']","[0, 0, 0, '13']","[0, 0, 0, '1']","[0, 0, 0, '0']","[0, 0, 0, '0']",2713060
0,0,0,0,6,0,1,5,"['699', '3499', '124', '11058']","['22', '196', '8', '302']","['0', '1', '0', '6']","['0', '0', '0', '0']","['8', '22', '0', '12']",27172124
1,0,0,0,6,0,1,2,"[0, '48', '70', 0]","[0, '0', '0', 0]","[0, '0', '1', 0]","[0, '0', '0', 0]","[0, '0', '0', 0]",2721136
117,2,17,3,1851,3,1144,3,"[0, '91', '101', '429']","[0, '5', '1', '9']","[0, '0', '0', '0']","[0, '0', '0', '0']","[0, '0', '0', '0']",2728369
1,2,0,1,14,0,3,4,"['16', '12', 0, '3385555']","['0', '0', 0, '56781']","['0', '0', 0, '1709']","['0', '0', 0, '0']","['0', '0', 0, '6511']",2729966
11,0,1,14,145,0,84,4,"['148', '27074', 0, '610']","['0', '863', 0, '22']","['2', '29', 0, '0']","['0', '0', 0, '0']","['0', '232', 0, 0]",27313220
5,3,4,3,264,0,210,3,"['120449', '34153', '297156', '2817']","['8142', '3904', '10633', '124']","['62', '36', '401', '13']","['0', '0', '0', '0']","['179', '239', '859', '58']",2732685
1,0,0,0,64,0,55,3,"['262494', '669', '5320', '236376']","['9959', '86', '184', '6916']","['135', '0', '6', '93']","['0', '0', '0', '0']","['443', '12', '14', '511']",27352962
5,2,1,1,31,0,14,4,"['543', '11479', '2973', '2140']","['46', '513', '169', '33']","['0', '28', '5', '5']","['0', '0', '0', '0']","['11', '86', '11', '2']",2736877
1,0,0,0,10,0,5,2,"['241', '132', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",2740366
0,0,1,0,5,0,0,1,"['804', '390', '276', '465']","['2', '1', '3', '2']","['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '0', '8', '5']",2749810
0,0,0,0,42,0,27,1,"['315', '356', '360', '358']","['8', '11', '6', '12']","['1', '0', '0', '0']","['0', '0', '0', '0']","['2', '0', '0', '0']",27506246
2,0,0,0,16,1,5,2,"['7912', '9767', '1705', 0]","['471', '313', '82', 0]","['73', '12', '13', 0]","['0', '0', '0', 0]","['73', '174', '7', 0]",2750685
4,18,6,31,118,0,45,3,"['184599', '25566', '161556', '9649']","['6694', '777', '3102', '206']","['113', '8', '67', '13']","['0', '0', '0', '0']","['508', '59', '325', '43']",2751131
52,27,12,70,591,0,376,4,"['139110', '4468', '5491', '337530']","['5859', '423', '47', '631']","['48', '9', '1', '14']","['0', '0', '0', '0']","['249', '39', '2', '44']",2751449
7,9,0,23,116,1,66,3,"['12', '7553', '181', '548']","['0', '197', '1', '2']","['0', '5', '0', '0']","['0', '0', '0', '0']","['0', '10', '0', '1']",2753159
1,0,1,1,18,0,9,4,"[0, '2037', 0, '130599']","[0, '315', 0, '5393']","[0, '1', 0, '789']","[0, '0', 0, '0']","[0, '21', 0, '2004']",2754372
0,2,0,7,34,0,18,4,"['81', '57', '49', '37857']","['0', '1', '0', '2933']","['0', '0', '0', '72']","['0', '0', '0', '0']","['0', '0', '0', '428']",27605489
134,67,30,235,6185,17,4906,4,"['6660', '120', '84', '184']","['510', '2', '1', '14']","['7', '0', '0', '2']","['0', '0', '0', '0']","['63', '0', '1', '1']",27610705
1,1,0,0,37,0,20,3,"['217', '1635', '4776', '24325']","['17', '7', '141', 0]","['22', '115', '18', 0]","['0', '0', '0', '0']","['54', '770', '79', '681']",276445
6,3,1,4,66,0,36,4,"['77268', '94', 0, '27256']","['814', '2', 0, '1137']","['87', '0', 0, '73']","['0', '0', 0, '0']","['131', '8', 0, '480']",277063
27,2,1,18,828,0,751,4,"['65940', '44899', '51665', '24109']","['285', '1456', '1408', '740']","['60', '460', '33', '21']","['0', '0', '0', '0']","['50', '786', '130', '84']",2777588
0,3,0,15,84,0,55,1,"['1403', '4784', '1142', '649']","['2', '3', '1', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['2', '0', '0', '0']",2777862
53,8,8,111,618,1,360,4,"['7608', '16388', '214998', '559']","['1171', '584', '4629', '12']","['4', '5', '164', '0']","['0', '0', '0', '0']","['466', '62', '481', '2']",2779455
5,0,0,0,24,0,10,5,"['4354', '69019', '3691', 0, '57483', '59']","['549', '6141', '256', 0, '3190', '3']","['9', '121', '28', 0, '50', '0']","['0', '0', '0', 0, '0', '0']","['83', '1648', '242', 0, '647', '0']",2783301
1,0,0,3,56,3,44,3,"['2522', '16568', '1669', '2920']","['17', '393', '79', '56']","['1', '5', '2', '2']","['0', '0', '0', '0']","['5', '26', '34', '26']",27842497
4,0,0,9,245,0,209,3,"['0', '129', 0, '524']","['0', '8', 0, '11']","['0', '0', 0, '1']","['0', '0', 0, '0']","['0', '5', 0, '0']",2791136
6,0,0,5,271,2,239,4,"['388', '93742', '26', '891']","['38', '3610', '1', '33']","['1', '190', '0', '4']","['0', '0', '0', '0']","['19', '581', '0', '4']",27988860
9,1,2,3,200,1,154,4,"['211', '37650', '97', '929']","['14', '151', '10', '85']","['0', '45', '0', '1']","['0', '0', '0', '0']","['3', '23', '4', '15']",27997699
7,1,4,12,108,0,69,4,"['27', '38', '11', '374']","['6', '0', '2', '21']","['0', '0', '0', '1']","['0', '0', '0', '0']","['0', '0', '0', '16']",28022570
1,0,0,0,7,0,2,4,"['160', '74457', '31387', '509193']","['9', '4291', '1074', '14912']","['0', '80', '12', '492']","['0', '0', '0', '0']","['5', '564', '178', '1974']",28053756
38,3,5,33,213,1,75,4,"['7', '1135', '1659', '2659']","['1', '131', '72', '227']","['0', '4', '3', '5']","['0', '0', '0', '0']","['0', '20', '27', '77']",2805558
131,19,20,33,813,1,527,4,"['14955', 0, '1969', '83372']","['74', 0, '7', '2861']","['5', 0, '2', '58']","['0', 0, '0', '0']","['30', 0, '0', '574']",2812734
3,0,0,0,22,0,13,4,"['43908', '440', '20517', '8880']","['482', '49', '825', '263']","['81', '1', '24', '18']","['0', '0', '0', '0']","['128', '0', '68', '79']",28168839
1,0,0,0,7,0,0,2,"['295', 0, '1273', '2008']","['35', 0, '41', '62']","['0', 0, '2', '8']","['0', 0, '0', '0']","['23', 0, '2', '33']",2819313
6,2,0,14,105,0,68,2,"['3692', '861', '332', '26268']","['367', '65', '23', '804']","['6', '0', '0', '67']","['0', '0', '0', '0']","['437', '40', '6', '655']",2820760
0,0,0,1,7,0,1,1,"['885', '543', '2968', '1984']","['2', '1', '6', '4']","['1', '1', '1', '0']","['0', '0', '0', '0']","['1', '0', '5', '0']",2826139
0,4,0,16,34,0,1,4,"[0, '8', '3000934', '275538']","[0, '0', '59283', '6083']","[0, '0', '866', '154']","[0, '0', '0', '0']","[0, '0', '1943', '242']",2829279
34,22,1,189,1160,2,724,4,"['20', '1134', '2091', '212288']","['0', '11', '83', '17341']","['0', '0', '2', '163']","['0', '0', '0', '0']","['0', '0', '7', '570']",28308413
0,0,0,0,7,0,3,4,"[0, '762', 0, '9379949']","[0, '4', 0, '66277']","[0, '2', 0, '7744']","[0, '0', 0, '0']","[0, '1', 0, '9995']",2836026
0,0,0,0,7,0,0,1,"['1078', '1867', 0, '7512']","['63', '106', 0, '152']","['3', '3', 0, '6']","['0', '0', 0, '0']","['23', '97', 0, '36']",2837856
0,0,0,0,5,0,1,1,"['1776', '1611', '1052', '2282']","[0, 0, 0, 0]","[0, 0, 0, 0]","['0', '0', '0', '0']","[0, 0, 0, 0]",28381593
2,1,1,6,26,0,6,4,"['78', '277253', '102871', '459']","['5', '2884', '3721', '33']","['0', '158', '51', '0']","['0', '0', '0', '0']","['2', '2', '145', '34']",2841142
1,1,1,0,692,1,564,3,"['24', '97', '1439', '6086']","['3', '11', '197', '174']","['4', '6', '8', '21']","['0', '0', '0', '0']","['2', '5', '36', '9']",2841656
0,0,0,5,13,0,3,4,"['24', '30166', 0, '1532']","['3', '622', 0, '116']","['0', '21', 0, '3']","['0', '0', 0, '0']","['0', '35', 0, '4']",28433160
0,4,1,7,52,0,33,1,"['1550', '2898', '380', '1199']","['11', '38', '4', '6']","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '2', '0', '0']",2843651
8,0,0,1,29,0,12,1,"['262', '2081', '1602', '25008']","['4', '52', '10', '694']","['0', '3', '0', '15']","['0', '0', '0', '0']","['1', '8', '1', '37']",2846488
279,30,32,50,3556,3,1922,4,"['4606', '590', '90408', '108405']","['329', '51', '7603', '5042']","['10', '1', '188', '2617']","['0', '0', '0', '0']","['71', '9', '354', '3167']",2847550
6,2,3,18,321,0,206,1,"['135', '164', '222', '283']","['10', '12', '14', '20']","['0', '0', '0', '0']","['0', '0', '0', '0']","['2', '2', '5', '5']",28503037
16,2,3,1,139,0,109,4,"['8624', '470111', '2315', '5833']","['448', '31041', '98', 0]","['17', '499', '3', 0]","['0', '0', '0', '0']","['144', '2527', '30', '64']",2852335
2,2,1,8,56,0,31,4,"['7658', '6660', '260', '529']","['1172', '13', '3', 0]","['4', '3', '1', 0]","['0', '0', '0', '0']","['468', '4', '0', '4']",2854177
29,11,20,33,757,0,572,4,"['217270', 0, 0, 0]","['8042', 0, 0, 0]","['394', 0, 0, 0]","['0', 0, 0, 0]","['950', 0, 0, 0]",2855302
2,0,4,0,76,0,45,3,"['254560', '1890', 0, 0]","['15487', '92', 0, 0]","['360', '5', 0, 0]","['0', '0', 0, 0]","['2782', '73', 0, 0]",2860959
47,24,12,202,2155,1,1693,4,"['2575', '616', '673800', '2711']","['229', '28', '36393', '224']","['3', '0', '1168', '3']","['0', '0', '0', '0']","['35', '12', '1217', '8']",28617672
22,26,4,83,3996,3,2393,4,"['9379', '74', '61940', '7442']","['605', '9', '3796', 0]","['26', '1', '61', 0]","['0', '0', '0', '0']","['155', '7', '571', 0]",28647669
7,0,0,0,41,0,9,1,"['3079', '4648', '5907', '2482']","['9', '13', '16', '7']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",2865166
0,0,0,1,6,0,1,4,"['785', '4928', '1137607', '1374']","['55', '183', '49800', '38']","['1', '0', '594', '1']","['0', '0', '0', '0']","['5', '22', '2201', '22']",2865392
1,0,0,0,7,0,0,1,"['591', '22873', '1574', '1374']","['41', '382', '30', '38']","['3', '20', '4', '1']","['0', '0', '0', '0']","['49', '63', '19', '22']",2865394
0,0,0,0,7,0,3,2,"['38', '48', '598', '64']","['0', '0', '2', '2']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",2866780
1,2,1,3,20,0,4,4,"['142825', '13913', 0, '653868']","['5806', '643', 0, '16528']","['93', '68', 0, '707']","['0', '0', 0, '0']","['578', '146', 0, '2031']",2872237
1,0,0,0,6,0,1,4,"['426365', '51523', '298', '67393']","['9163', '1391', '18', '1770']","['175', '66', '1', '29']","['0', '0', '0', '0']","['567', '193', '8', '163']",2877141
56,11,3,106,1747,3,1217,3,"['358', '331', '308', '3447']","['22', '24', '9', '68']","['0', '0', '0', '2']","['0', '0', '0', '0']","['1', '1', '0', '0']",28775860
0,6,15,0,662,0,345,4,"['6483', '669', '31706', '19327']","['153', '10', '1251', '1002']","['0', '1', '14', '9']","['0', '0', '0', '0']","['20', '1', '61', '41']",28787306
1,0,0,0,20,0,4,1,"['55', '40', '48', '178']","['0', '0', '0', '1']","['0', '0', '0', '0']","['0', '0', '0', '0']","[0, 0, 0, 0]",2879569
30,18,4,41,782,0,554,4,"['538', '180977', '871733', '2453']","['58', '12757', '18015', '225']","['2', '663', '528', '2']","['0', '0', '0', '0']","['7', '2459', '3031', '95']",2881175
26,10,10,8,214,1,141,4,"['12916', '24889', '5117', '295729']","['1410', '1049', '618', '10267']","['6', '11', '13', '747']","['0', '0', '0', '0']","['101', '103', '66', '927']",2881241
34,0,1,1,221,1,156,2,"['2495', 0, '1165', '300']","['107', 0, '60', '33']","['3', 0, '0', '0']","['0', 0, '0', '0']","['25', 0, '40', '28']",2884463
15,0,0,0,118,1,82,4,"['289', 0, '94259', '2529']","['26', 0, '4325', '195']","['1', 0, '66', '3']","['0', 0, '0', '0']","['3', 0, '619', '47']",2884707
